id,nombre,costo,precio_venta
1349,*FUN XTREME AZUL 1X12X25GR,5040.0,5600.0
1350,*MANTECOL 111G COCO,1485.0,1650.0
1351,*MANTECOL 111G CARAMELO,1485.0,1650.0
1352,*MANTECOL 111G CAFÉ,1485.0,1650.0
1353,*TOPLINE ULTRA ROJO X12,13074.3,14527.0
1354,*TOPLINE ULTRA VERDE X12,13074.3,14527.0
1355,*TOPLINE ULTRA AZUL X12,13074.3,14527.0
1356,*SALADIX CROSS ORIG X67GR X32U,580.5,645.0
1357,*SALADIX CROSS PICANTE X67GR X32U,580.5,645.0
1358,*SNICKERS X48U ,1620.0,1800.0
1359,*CARAMELO ARCOR BASTON VIENA X470GR,2430.0,2700.0
1360,*SALSA FILETO LA CAMP 340GR,783.0,870.0
1361,*SALSA PIZZA LA CAMP 340GR,783.0,870.0
1362,*SALSA POMAROLA LA CAMP 340GR,783.0,870.0
1363,*PURE DE TOMATE LA CAMP X530GR,734.4,816.0
1364,*PURE DE TOMATE SALSATI X530,801.0,890.0
1365,*GALLETA BLOCK X124GR X30U,864.0,960.0
1366,*GALLETA COFLER 30X12,864.0,960.0
1367,*GALLETA ROCKLET X118GR X30U,864.0,960.0
1368,*ORENSE BLACK X12,585.0,650.0
1369,*ORENSE MOUSSE X12,585.0,650.0
1370,*PIPAS TIRA X10U,3933.0,4370.0
1371,*SUGUS ESTUCHE X6U. ACIDO-,720.0,800.0
1372,*GATORADE MANZANA X500ML X6,745.2,828.0
1373,*GATORADE FRUTAS TROPICALES X500ML X6,745.2,828.0
1374,*GATORADE COOL BLUE X500ML X6,745.2,828.0
1375,*CANARIAS YERBA X1K ORIG,7768.8,8632.0
1376,*CANARIAS YERBA X500G ORIG,4253.4,4726.0
1377,*CANARIAS YERBA X500G TE VERDE Y JENGIBRE,4710.6,5234.0
1378,*CANARIAS YERBA X1K SERENA,8355.6,9284.0
1379,*CANARIAS YERBA X500G SERENA,4636.8,5152.0
1380,*CANARIAS YERBA X1K EDICION ESPECIAL,8813.7,9793.0
1381,*KINDER HUEVO VERDE X12,1323.0,1470.0
1382,*KINDER HUEVO VIOLETA  X12,1323.0,1470.0
1383,*KINDER HUEVO AMARILLO X12,1323.0,1470.0
1384,*TNT CARAMELO PINTA LENGUA X60 U,2520.0,2800.0
1385,*TNT CHICLE SUPER ACIDO SABORES X60U,2520.0,2800.0
1386,*TNT CARAMELO SABORES X60 U,2520.0,2800.0
1387,*TNT CHUPETIN ACIDO X48U,3420.0,3800.0
1388,*PALITO DE LA SELVA ACIDO X120U,3510.0,3900.0
1389,*CLIGHT LIMONADA Y ARANDANOS X20 U,4222.8,4692.0
1390,*CLIGHT LIMONADA Y MARACUYA X20 U,4222.8,4692.0
1391,*CLIGHT LIMONADA ROSA X20 U,4222.8,4692.0
1392,*REY MOMO X12U,1485.0,1650.0
1393,*RED BULL 1X24 250CC,1350.0,1500.0
1394,*MOGUL BANANITAS X50G,5645.7,6273.0
1395,*FULL MANI RELLENO PASTA DE MANI 6X8X140GR,1795.5,1995.0
1396,*ZUCOA CACAO EN POLVO 12X150GR,750.38,833.75
1397,*9 DE ORO ANILLOS VAINILLA X16 X120G,277.88,308.75
1398,*9 DE ORO MINI BUDIN DE VAINILLA 10X210GR,741.38,823.75
1399,*CAÑUELAS MAYONESAX 20X125 GR,326.16,362.4
1400,"*VILLAVICENCIO AGUA X1,5 LTS X6",630.0,700.0
1401,*OBLITA BON O BON FRUTILLA X30 UN,5067.0,5630.0
1402,*OBLITA BON O BON CLASICO X30U,5067.0,5630.0
1403,*OBLITA BON O BON CRASH NEGRO X30U,5067.0,5630.0
1404,*OBLITA BON O BON BLANCO X30U,5067.0,5630.0
1405,*OBLITA BON O BON CHOCOLATE MARRON X30U,5067.0,5630.0
1406,*OBLITA CUBANITO NOUGAT VIOLETA X48U,4288.5,4765.0
1407,*OBLITA CUBANITO DULCE DE LECHE MARRON X48U,4288.5,4765.0
1408,*OBLITA CUBANITO FRUTILLA X48U,4288.5,4765.0
1409,*OBLITA CUBANITO CHOCOLATE BLANCO X48,4288.5,4765.0
1410,*OBLITA CUBANITO CHOCOLATE ROJO X48,4288.5,4765.0
1411,*OBLITA CUBANITO MARROC X48,4288.5,4765.0
1412,*TURRON ROCKLET X50U,11281.5,12535.0
1413,*TOPLINE ULTRA VIOLETA 1 X12,13074.3,14527.0
1414,*OBLEA XL BLOCK X18U,12798.0,14220.0
1415,*COMBO MILKA SABORES,41220.0,45800.0
1416,*OCB NEGRO X25U,17388.0,19320.0
1417,*MILKA OREO 20G,507.6,564.0
1418,*MILKA LECHE 20G,507.6,564.0
1419,*ALFAJOR LOVE 420 BLANCO X18,675.0,750.0
1420,*ALFAJOR LOVE 420 NEGRO X18,675.0,750.0
1421,*SKITLETS ROJO,1620.0,1800.0
1422,*CACHAFAZ MARROC X12 U,6619.5,7355.0
1423,*JORGITO GALLETITA RELLENA DE LIMON X12X90GR,1789.2,1988.0
